,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2019-09-28,9,2019-09-28,26.73846153846154,41.02307692307692,74.84615384615384,960.9076923076923,211.53846153846155,1.6307692307692307,437.53846153846155,182.46153846153845,520.4615384615385
2019-09-29,9,2019-09-29,26.115384615384617,44.146153846153844,76.61538461538461,961.4000000000001,224.3846153846154,1.8923076923076925,44.30769230769231,331.84615384615387,366.46153846153845
2019-09-30,9,2019-09-30,25.515384615384615,49.63076923076923,82.38461538461539,959.7692307692307,139.07692307692307,2.0153846153846153,220.30769230769232,273.46153846153845,434.3076923076923
2019-10-01,10,2019-10-01,25.692307692307693,48.33076923076923,79.15384615384616,960.5230769230768,158.84615384615384,2.223076923076923,101.53846153846153,321.84615384615387,372.38461538461536
2019-10-02,10,2019-10-02,25.523076923076925,48.80769230769231,81.0,961.2769230769231,233.53846153846155,0.9692307692307692,109.07692307692308,230.3846153846154,303.38461538461536
2019-10-03,10,2019-10-03,25.89230769230769,47.56923076923077,77.92307692307692,960.8384615384615,221.92307692307693,0.9538461538461539,53.61538461538461,251.46153846153845,297.2307692307692
2019-10-04,10,2019-10-04,23.576923076923077,47.53846153846154,87.61538461538461,959.9615384615385,119.6923076923077,2.8615384615384616,185.23076923076923,292.84615384615387,417.84615384615387
2019-10-05,10,2019-10-05,25.661538461538463,49.91538461538461,79.84615384615384,960.3846153846154,191.30769230769232,1.823076923076923,202.84615384615384,280.7692307692308,400.38461538461536
2019-10-06,10,2019-10-06,24.77692307692308,49.8,84.38461538461539,960.4153846153846,274.61538461538464,2.0538461538461537,192.30769230769232,207.53846153846155,324.2307692307692
2019-10-07,10,2019-10-07,23.946153846153848,50.66153846153846,84.38461538461539,959.5153846153846,241.6153846153846,0.7923076923076924,192.07692307692307,268.9230769230769,433.53846153846155
2019-10-08,10,2019-10-08,24.207692307692305,51.4076923076923,84.92307692307692,960.2307692307693,195.46153846153845,2.476923076923077,121.76923076923077,258.53846153846155,337.84615384615387
2019-10-09,10,2019-10-09,24.884615384615383,48.43846153846154,81.23076923076923,960.2461538461539,189.30769230769232,1.9153846153846152,454.7692307692308,178.6153846153846,501.38461538461536
2019-10-10,10,2019-10-10,25.73846153846154,48.5,76.46153846153847,959.6923076923077,236.3846153846154,1.3692307692307693,298.0769230769231,214.69230769230768,440.0
2019-10-11,10,2019-10-11,25.323076923076922,49.7,82.53846153846153,959.7461538461539,141.46153846153845,1.776923076923077,209.46153846153845,292.2307692307692,421.7692307692308
2019-10-12,10,2019-10-12,25.253846153846155,46.38461538461539,80.0,960.3538461538462,152.15384615384616,1.6153846153846154,175.84615384615384,269.2307692307692,389.7692307692308
2019-10-13,10,2019-10-13,26.484615384615385,47.74615384615385,78.61538461538461,960.4000000000001,274.0,1.6384615384615384,230.92307692307693,268.0,426.3076923076923
2019-10-14,10,2019-10-14,27.16923076923077,40.823076923076925,74.3076923076923,959.7384615384616,257.0769230769231,1.4384615384615385,298.15384615384613,245.69230769230768,454.3076923076923
2019-10-15,10,2019-10-15,26.315384615384616,41.97692307692308,80.23076923076923,960.3307692307692,221.0,1.7461538461538462,111.46153846153847,313.46153846153845,402.38461538461536
2019-10-16,10,2019-10-16,25.76153846153846,48.73076923076923,79.53846153846153,961.5,145.15384615384616,0.9461538461538462,4.230769230769231,229.30769230769232,231.3846153846154
2019-10-17,10,2019-10-17,27.069230769230767,48.94615384615384,73.6923076923077,960.7615384615384,110.38461538461539,0.9615384615384616,210.46153846153845,268.0769230769231,435.0
2019-10-18,10,2019-10-18,24.23076923076923,48.2,82.46153846153847,960.3923076923077,147.3846153846154,1.1923076923076923,183.07692307692307,286.46153846153845,393.46153846153845
2019-10-19,10,2019-10-19,24.976923076923075,49.684615384615384,80.07692307692308,960.5769230769231,143.53846153846155,2.1153846153846154,109.6923076923077,281.0,357.0
2019-10-20,10,2019-10-20,25.253846153846155,48.23076923076923,77.76923076923077,961.8615384615385,187.07692307692307,1.276923076923077,500.53846153846155,160.23076923076923,494.6923076923077
2019-10-21,10,2019-10-21,26.200000000000003,49.62307692307692,76.6923076923077,961.4615384615385,156.3846153846154,0.7076923076923076,120.23076923076923,307.38461538461536,390.0
2019-10-22,10,2019-10-22,28.200000000000003,46.49230769230769,69.38461538461539,958.9461538461538,168.15384615384616,0.6307692307692307,287.2307692307692,222.76923076923077,446.2307692307692
2019-10-23,10,2019-10-23,27.33076923076923,42.96153846153846,72.46153846153847,958.7615384615384,177.6153846153846,1.1153846153846154,243.23076923076923,228.84615384615384,408.0
2019-10-24,10,2019-10-24,24.715384615384615,49.62307692307692,83.92307692307692,960.8692307692307,187.6153846153846,1.376923076923077,14.0,123.53846153846153,126.53846153846153
2019-10-25,10,2019-10-25,26.446153846153848,50.02307692307692,75.53846153846153,959.7923076923076,191.23076923076923,1.2,233.23076923076923,221.6153846153846,381.0769230769231
2019-10-26,10,2019-10-26,24.476923076923075,51.0923076923077,83.76923076923077,961.1538461538462,216.6153846153846,1.3923076923076925,124.0,256.0769230769231,326.7692307692308
2019-10-27,10,2019-10-27,26.253846153846155,46.853846153846156,71.92307692307692,960.7461538461539,126.84615384615384,1.646153846153846,83.15384615384616,277.15384615384613,343.38461538461536
2019-10-28,10,2019-10-28,22.808333333333334,48.75833333333333,85.33333333333333,960.9583333333334,120.5,2.4499999999999997,270.9166666666667,258.0833333333333,441.3333333333333
2019-10-29,10,2019-10-29,24.861538461538462,46.26923076923077,74.15384615384616,959.8307692307692,153.23076923076923,1.1923076923076923,218.53846153846155,273.9230769230769,402.61538461538464
2019-10-30,10,2019-10-30,27.78333333333333,42.358333333333334,63.75,960.0583333333334,125.91666666666667,1.375,554.4166666666666,146.33333333333334,541.25
2019-10-31,10,2019-10-31,26.974999999999998,40.074999999999996,73.91666666666667,961.2083333333334,270.0833333333333,1.55,246.66666666666666,246.91666666666666,441.5833333333333
2019-11-01,11,2019-11-01,28.553846153846152,35.56153846153846,61.23076923076923,959.623076923077,81.15384615384616,0.9615384615384616,429.6923076923077,173.3846153846154,482.15384615384613
2019-11-02,11,2019-11-02,27.474999999999998,45.31666666666666,64.83333333333333,959.525,137.33333333333334,1.3083333333333333,301.4166666666667,223.91666666666666,438.5833333333333
2019-11-03,11,2019-11-03,27.883333333333336,42.583333333333336,66.5,961.2083333333334,228.0,1.0250000000000001,179.0,293.1666666666667,425.5833333333333
2019-11-04,11,2019-11-04,28.784615384615385,21.83076923076923,47.69230769230769,960.7384615384616,80.0,1.5307692307692307,619.3076923076923,102.6923076923077,527.6153846153846
2019-11-05,11,2019-11-05,29.115384615384617,31.407692307692308,55.92307692307692,960.9692307692308,224.92307692307693,1.0076923076923077,591.9230769230769,110.23076923076923,512.9230769230769
2019-11-06,11,2019-11-06,29.733333333333334,29.09166666666667,53.083333333333336,959.5916666666667,187.08333333333334,0.5750000000000001,524.0833333333334,171.5,529.75
2019-11-07,11,2019-11-07,29.700000000000003,26.323076923076922,51.30769230769231,959.0846153846154,154.30769230769232,1.0076923076923077,562.8461538461538,126.38461538461539,509.38461538461536
2019-11-08,11,2019-11-08,29.661538461538463,22.315384615384616,48.76923076923077,959.2153846153846,103.0,1.5384615384615385,634.1538461538462,104.07692307692308,524.8461538461538
2019-11-09,11,2019-11-09,29.708333333333332,24.616666666666664,44.916666666666664,959.0,85.0,1.8833333333333335,419.0833333333333,201.16666666666666,508.25
2019-11-10,11,2019-11-10,30.05,29.7,44.75,958.775,114.58333333333333,1.0416666666666667,349.9166666666667,226.5,482.0833333333333
2019-11-11,11,2019-11-11,30.175,31.575,48.333333333333336,957.8166666666666,254.5,0.7166666666666667,368.5,228.08333333333334,480.5833333333333
2019-11-12,11,2019-11-12,29.008333333333336,38.275,60.0,957.9166666666666,208.25,1.1833333333333333,338.8333333333333,237.5,475.8333333333333
2019-11-13,11,2019-11-13,29.483333333333334,43.96666666666667,57.833333333333336,958.4833333333332,201.41666666666666,1.3833333333333335,115.58333333333333,299.0833333333333,389.8333333333333
2019-11-14,11,2019-11-14,29.616666666666664,36.949999999999996,39.666666666666664,958.4666666666667,74.0,1.5250000000000001,168.41666666666666,305.8333333333333,411.0
2019-11-15,11,2019-11-15,29.683333333333334,33.9,48.166666666666664,958.6833333333334,95.16666666666667,1.25,483.1666666666667,171.08333333333334,509.6666666666667
2019-11-16,11,2019-11-16,30.26153846153846,26.607692307692307,34.61538461538461,958.0307692307692,87.61538461538461,1.1615384615384614,561.0,115.61538461538461,497.46153846153845
2019-11-17,11,2019-11-17,31.0,22.525000000000002,33.666666666666664,958.5416666666666,182.08333333333334,1.1333333333333333,593.4166666666666,142.5,534.75
2019-11-18,11,2019-11-18,31.066666666666666,22.925,37.416666666666664,958.375,158.41666666666666,0.8416666666666667,641.5,119.75,544.0
2019-11-19,11,2019-11-19,31.058333333333334,23.583333333333332,37.333333333333336,959.125,171.91666666666666,0.9833333333333334,594.8333333333334,140.66666666666666,531.0833333333334
2019-11-20,11,2019-11-20,31.349999999999998,22.95,36.25,958.8333333333334,186.58333333333334,1.425,293.5,262.5,457.0833333333333
2019-11-21,11,2019-11-21,31.508333333333336,23.941666666666666,30.75,958.5666666666666,91.58333333333333,1.575,335.5,230.08333333333334,475.75
2019-11-22,11,2019-11-22,28.825,32.025,58.833333333333336,960.275,239.5,1.6416666666666666,294.4166666666667,248.08333333333334,447.75
2019-11-23,11,2019-11-23,31.21666666666667,26.183333333333334,43.25,959.4833333333332,90.16666666666667,1.3583333333333334,328.25,257.9166666666667,448.4166666666667
2019-11-24,11,2019-11-24,31.816666666666666,22.525000000000002,38.083333333333336,959.6833333333334,133.41666666666666,1.0666666666666667,667.5833333333334,109.41666666666667,539.4166666666666
2019-11-25,11,2019-11-25,31.54615384615385,20.915384615384614,33.69230769230769,959.6538461538462,104.38461538461539,1.5076923076923079,608.8461538461538,108.84615384615384,498.9230769230769
2019-11-26,11,2019-11-26,31.4,20.6,31.76923076923077,959.0999999999999,77.38461538461539,1.7846153846153845,582.7692307692307,113.84615384615384,493.9230769230769
2019-11-27,11,2019-11-27,31.22307692307692,17.092307692307692,25.692307692307693,959.3,84.84615384615384,1.623076923076923,619.3846153846154,103.46153846153847,502.46153846153845
2019-11-28,11,2019-11-28,30.5,16.176923076923078,20.23076923076923,960.176923076923,100.38461538461539,2.1307692307692307,630.0769230769231,103.38461538461539,504.0769230769231
2019-11-29,11,2019-11-29,30.523076923076925,22.838461538461537,18.692307692307693,960.2615384615384,96.46153846153847,2.3615384615384616,622.3846153846154,101.3076923076923,495.0769230769231
2019-11-30,11,2019-11-30,31.258333333333336,24.166666666666668,19.083333333333332,959.5416666666666,99.33333333333333,2.716666666666667,617.1666666666666,127.0,524.75
2019-12-01,12,2019-12-01,30.43846153846154,19.076923076923077,23.923076923076923,959.7307692307693,122.61538461538461,1.7538461538461538,546.7692307692307,122.61538461538461,483.0769230769231
2019-12-02,12,2019-12-02,30.974999999999998,19.816666666666666,27.0,959.525,184.33333333333334,1.075,574.6666666666666,136.33333333333334,516.1666666666666
2019-12-03,12,2019-12-03,29.816666666666666,19.683333333333334,29.75,959.9083333333333,139.33333333333334,1.4916666666666665,416.3333333333333,194.41666666666666,482.25
2019-12-04,12,2019-12-04,30.875,21.425,28.833333333333332,959.8916666666668,143.08333333333334,0.8916666666666666,374.3333333333333,215.58333333333334,466.9166666666667
2019-12-05,12,2019-12-05,31.45384615384615,24.23076923076923,28.384615384615383,958.9615384615385,97.23076923076923,0.7923076923076924,460.3076923076923,151.6153846153846,454.61538461538464
2019-12-06,12,2019-12-06,31.115384615384617,17.76923076923077,26.076923076923077,959.5769230769231,126.53846153846153,1.1153846153846154,566.3076923076923,126.84615384615384,477.53846153846155
2019-12-07,12,2019-12-07,30.792307692307695,15.823076923076922,18.615384615384617,959.5,99.23076923076923,2.2,637.6923076923077,91.6923076923077,496.0
2019-12-08,12,2019-12-08,30.76153846153846,18.415384615384617,24.153846153846153,959.9923076923077,150.30769230769232,1.2076923076923076,617.6923076923077,100.61538461538461,488.6923076923077
2019-12-09,12,2019-12-09,31.376923076923074,17.599999999999998,22.153846153846153,960.1692307692308,170.84615384615384,1.1538461538461537,620.0,96.07692307692308,490.15384615384613
2019-12-10,12,2019-12-10,29.861538461538462,14.600000000000001,21.76923076923077,959.4769230769232,156.23076923076923,1.7461538461538462,520.0769230769231,138.6153846153846,471.84615384615387
2019-12-11,12,2019-12-11,30.146153846153844,22.407692307692308,24.846153846153847,960.123076923077,122.53846153846153,1.4769230769230768,543.6153846153846,123.53846153846153,470.6923076923077
2019-12-12,12,2019-12-12,30.415384615384614,24.76153846153846,16.846153846153847,959.8846153846154,119.15384615384616,1.7999999999999998,560.0,116.3076923076923,471.7692307692308
2019-12-13,12,2019-12-13,30.4,22.43846153846154,16.76923076923077,960.7461538461539,132.0,1.6999999999999997,598.7692307692307,102.38461538461539,479.3076923076923
2019-12-14,12,2019-12-14,30.653846153846153,23.23846153846154,17.153846153846153,960.6923076923077,147.3846153846154,1.1384615384615384,435.53846153846155,160.76923076923077,444.3076923076923
2019-12-15,12,2019-12-15,31.207692307692305,24.676923076923078,15.615384615384615,960.6461538461538,118.76923076923077,0.7923076923076924,359.84615384615387,188.53846153846155,423.0769230769231
2019-12-16,12,2019-12-16,31.315384615384616,22.56153846153846,14.615384615384615,958.4615384615385,89.0,1.6076923076923078,515.1538461538462,131.07692307692307,463.2307692307692
2019-12-17,12,2019-12-17,31.407692307692308,18.93076923076923,15.23076923076923,959.1461538461538,120.76923076923077,1.330769230769231,486.61538461538464,144.07692307692307,458.53846153846155
2019-12-18,12,2019-12-18,31.415384615384614,19.084615384615383,17.846153846153847,959.2923076923076,119.46153846153847,1.9461538461538461,360.2307692307692,187.46153846153845,427.38461538461536
2019-12-19,12,2019-12-19,31.292307692307695,18.099999999999998,19.615384615384617,960.3384615384615,99.84615384615384,2.0615384615384618,420.84615384615387,173.15384615384616,441.84615384615387
2019-12-20,12,2019-12-20,31.207692307692305,15.892307692307693,18.53846153846154,960.2153846153846,142.92307692307693,1.4692307692307693,528.4615384615385,130.76923076923077,468.61538461538464
2019-12-21,12,2019-12-21,30.27692307692308,16.376923076923077,18.46153846153846,961.3307692307692,194.30769230769232,1.2,520.3846153846154,132.84615384615384,467.0769230769231
2019-12-22,12,2019-12-22,30.984615384615385,9.438461538461539,10.692307692307692,961.0692307692308,62.30769230769231,1.7999999999999998,630.0,102.0,496.2307692307692
2019-12-23,12,2019-12-23,30.430769230769233,8.923076923076923,10.538461538461538,960.4153846153846,93.6923076923077,2.4,614.3846153846154,102.92307692307692,492.9230769230769
2019-12-24,12,2019-12-24,30.907692307692308,11.076923076923077,11.923076923076923,960.3384615384615,164.69230769230768,1.0769230769230769,631.9230769230769,99.92307692307692,494.0
2019-12-25,12,2019-12-25,30.9,15.038461538461538,14.615384615384615,960.5999999999999,183.30769230769232,1.176923076923077,600.9230769230769,104.3076923076923,484.46153846153845
2019-12-26,12,2019-12-26,31.653846153846153,17.523076923076925,15.538461538461538,959.7846153846154,99.76923076923077,1.2307692307692308,513.3076923076923,133.46153846153845,464.46153846153845
2019-12-27,12,2019-12-27,30.976923076923075,17.23076923076923,16.846153846153847,960.1307692307693,143.69230769230768,0.9923076923076923,285.0,207.84615384615384,404.15384615384613
2019-12-28,12,2019-12-28,31.176923076923078,15.207692307692307,12.923076923076923,959.4307692307692,180.3846153846154,1.3076923076923077,485.84615384615387,144.07692307692307,461.53846153846155
2019-12-29,12,2019-12-29,30.207692307692305,12.569230769230769,12.153846153846153,959.123076923077,208.53846153846155,1.7307692307692308,519.8461538461538,137.69230769230768,471.0769230769231
2019-12-30,12,2019-12-30,30.069230769230767,13.561538461538463,11.923076923076923,959.2461538461539,179.84615384615384,1.4692307692307693,552.3846153846154,123.76923076923077,478.0
2019-12-31,12,2019-12-31,29.99230769230769,15.446153846153846,12.076923076923077,959.9461538461538,193.84615384615384,1.330769230769231,548.3846153846154,125.23076923076923,475.53846153846155
2020-01-01,1,2020-01-01,30.392307692307693,17.43846153846154,14.615384615384615,960.1615384615385,168.53846153846155,1.2461538461538462,507.9230769230769,138.46153846153845,467.38461538461536
2020-01-02,1,2020-01-02,27.46153846153846,17.8,16.076923076923077,961.6846153846153,102.61538461538461,1.6076923076923075,349.61538461538464,197.0,428.0
2020-01-03,1,2020-01-03,27.876923076923074,17.45384615384615,15.307692307692308,961.9692307692308,153.15384615384616,1.0692307692307692,424.15384615384613,167.30769230769232,448.0
2020-01-04,1,2020-01-04,28.5,20.4,18.0,961.4692307692308,116.76923076923077,1.5230769230769232,248.92307692307693,225.30769230769232,391.46153846153845
2020-01-05,1,2020-01-05,29.43846153846154,27.246153846153845,17.76923076923077,960.5538461538462,111.84615384615384,1.7769230769230768,122.15384615384616,250.3846153846154,341.0769230769231
2020-01-06,1,2020-01-06,31.0,25.77692307692308,18.076923076923077,959.6153846153846,114.07692307692308,1.546153846153846,187.69230769230768,233.3846153846154,369.0769230769231
2020-01-07,1,2020-01-07,31.26153846153846,25.23076923076923,20.23076923076923,959.3615384615385,106.38461538461539,1.9307692307692308,90.76923076923077,264.0769230769231,331.2307692307692
2020-01-08,1,2020-01-08,32.52307692307692,25.138461538461538,19.46153846153846,960.5692307692308,80.3076923076923,1.4692307692307693,322.15384615384613,190.30769230769232,421.3076923076923
2020-01-09,1,2020-01-09,32.746153846153845,20.192307692307693,16.923076923076923,960.4230769230769,85.53846153846153,1.6923076923076923,353.0,192.84615384615384,431.53846153846155
2020-01-10,1,2020-01-10,32.08461538461539,20.715384615384615,20.0,961.2615384615384,137.0,1.5384615384615385,341.38461538461536,189.0,428.38461538461536
2020-01-11,1,2020-01-11,31.96923076923077,22.161538461538463,20.384615384615383,961.5999999999999,142.07692307692307,1.2999999999999998,197.07692307692307,242.46153846153845,377.15384615384613
2020-01-12,1,2020-01-12,32.14615384615385,22.99230769230769,21.307692307692307,960.9230769230769,117.53846153846153,1.8615384615384616,136.6153846153846,261.0,360.61538461538464
2020-01-13,1,2020-01-13,33.53846153846154,19.66923076923077,20.692307692307693,958.676923076923,110.61538461538461,1.5538461538461539,455.0769230769231,161.0,460.38461538461536
2020-01-14,1,2020-01-14,33.03846153846154,16.73846153846154,16.692307692307693,958.4461538461538,123.23076923076923,1.623076923076923,451.61538461538464,168.23076923076923,463.46153846153845
2020-01-15,1,2020-01-15,32.2,15.792307692307693,15.076923076923077,959.123076923077,88.6923076923077,2.4,505.0769230769231,144.3846153846154,479.6923076923077
2020-01-16,1,2020-01-16,31.515384615384615,12.761538461538462,12.0,960.6076923076923,112.92307692307692,1.7461538461538462,386.2307692307692,191.07692307692307,452.7692307692308
2020-01-17,1,2020-01-17,31.784615384615385,15.176923076923078,12.692307692307692,961.5230769230768,136.3846153846154,0.8692307692307693,418.3076923076923,175.92307692307693,460.3076923076923
2020-01-18,1,2020-01-18,31.16153846153846,15.892307692307693,14.692307692307692,961.8307692307692,189.15384615384616,1.4923076923076921,249.92307692307693,233.30769230769232,407.0769230769231
2020-01-19,1,2020-01-19,30.969230769230766,18.784615384615385,19.923076923076923,960.5384615384615,136.15384615384616,1.2230769230769232,136.46153846153845,255.23076923076923,360.3076923076923
2020-01-20,1,2020-01-20,31.446153846153848,21.06153846153846,18.615384615384617,959.823076923077,102.46153846153847,1.9153846153846152,137.53846153846155,260.6923076923077,361.9230769230769
2020-01-21,1,2020-01-21,33.45384615384615,21.53076923076923,18.307692307692307,960.4692307692308,140.23076923076923,0.9846153846153847,184.23076923076923,253.46153846153845,383.46153846153845
2020-01-22,1,2020-01-22,32.46153846153846,16.715384615384615,13.692307692307692,960.4923076923077,62.30769230769231,2.9076923076923076,421.84615384615387,173.6153846153846,464.84615384615387
2020-01-23,1,2020-01-23,31.284615384615385,10.3,10.538461538461538,960.8153846153847,81.38461538461539,3.123076923076923,264.53846153846155,250.07692307692307,423.0
2020-01-24,1,2020-01-24,30.73846153846154,6.984615384615385,6.846153846153846,961.1076923076923,74.0,4.2615384615384615,533.4615384615385,140.23076923076923,503.9230769230769
2020-01-25,1,2020-01-25,29.700000000000003,6.200000000000001,7.230769230769231,961.4923076923077,79.53846153846153,3.369230769230769,494.2307692307692,169.6153846153846,496.6923076923077
2020-01-26,1,2020-01-26,30.584615384615386,7.315384615384615,8.307692307692308,961.4692307692308,91.92307692307692,1.4307692307692308,481.15384615384613,161.6153846153846,497.38461538461536
2020-01-27,1,2020-01-27,31.553846153846152,9.623076923076923,10.307692307692308,960.8,175.76923076923077,1.353846153846154,331.2307692307692,223.23076923076923,452.61538461538464
2020-01-28,1,2020-01-28,31.66923076923077,12.307692307692308,10.23076923076923,960.8692307692307,196.6153846153846,1.3153846153846156,304.0,230.84615384615384,443.0769230769231
2020-01-29,1,2020-01-29,31.615384615384617,9.753846153846153,8.76923076923077,960.7461538461539,182.92307692307693,1.2461538461538462,265.2307692307692,263.3076923076923,430.61538461538464
2020-01-30,1,2020-01-30,32.52307692307692,9.053846153846154,7.923076923076923,961.6384615384615,184.6153846153846,1.4923076923076921,461.3076923076923,177.0,492.9230769230769
2020-01-31,1,2020-01-31,31.95384615384615,10.092307692307692,8.0,961.7538461538462,135.92307692307693,1.2999999999999998,476.6923076923077,165.0,497.0769230769231
2020-02-01,2,2020-02-01,31.292307692307695,11.061538461538463,11.461538461538462,961.2692307692307,148.69230769230768,1.5076923076923079,435.53846153846155,184.07692307692307,487.6923076923077
2020-02-02,2,2020-02-02,30.376923076923074,11.692307692307692,10.923076923076923,961.4846153846154,171.30769230769232,2.0538461538461537,419.61538461538464,186.30769230769232,484.7692307692308
2020-02-03,2,2020-02-03,30.692307692307693,13.238461538461538,11.384615384615385,961.376923076923,180.15384615384616,1.6,364.61538461538464,213.15384615384616,471.0769230769231
2020-02-04,2,2020-02-04,30.584615384615386,16.346153846153847,11.76923076923077,962.0923076923077,169.76923076923077,1.4615384615384615,329.61538461538464,221.46153846153845,459.84615384615387
2020-02-05,2,2020-02-05,30.984615384615385,15.623076923076923,8.846153846153847,961.2769230769231,160.76923076923077,1.8076923076923077,357.38461538461536,212.92307692307693,469.0769230769231
2020-02-06,2,2020-02-06,31.53846153846154,16.338461538461537,9.846153846153847,960.7,167.07692307692307,1.5615384615384615,271.9230769230769,242.76923076923077,440.38461538461536
2020-02-07,2,2020-02-07,33.00769230769231,20.03846153846154,11.153846153846153,960.3923076923077,99.38461538461539,1.6153846153846154,374.38461538461536,202.30769230769232,472.15384615384613
2020-02-08,2,2020-02-08,32.88461538461539,19.95384615384615,11.384615384615385,959.9384615384616,88.0,2.1384615384615384,352.6923076923077,207.53846153846155,471.38461538461536
