,tripReadId,partnerName,cargoTonnage,asset_type,loadedDate,source_region,destination_region,source,destination,goodType,asset_size,totalDistance,month,currency,amount
0,TP1092434,kristal transport,4.0,Flatbed,2020-09-23 23:51:23.478000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
1,TP1092433,kristal transport,4.0,Flatbed,2020-09-23 23:47:40.954000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
2,TP1092247,kristal transport,40.0,Flatbed,2020-09-23 06:42:22.101000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
3,TP1093081,Gbenguson International  Enterprise,30.0,Open,2020-09-26 13:17:52.578000+00:00,south west,south west,LAGOS,LAGOS,FMCG,30.0,0.0,September,NGN,102163.0
4,TP1093472,Gbenguson International  Enterprise,30.0,Open,2020-09-28 13:58:05.987000+00:00,south west,south west,LAGOS,LAGOS,FMCG,30.0,0.0,September,NGN,130830.0
5,TP1093078,Gbenguson International  Enterprise,30.0,Open,2020-09-26 13:07:49.804000+00:00,south west,south west,LAGOS,LAGOS,FMCG,30.0,0.0,September,NGN,102163.0
6,TP1093476,Gbenguson International  Enterprise,30.0,Open,2020-09-28 14:10:54.541000+00:00,south west,south west,LAGOS,LAGOS,FMCG,30.0,0.0,September,NGN,121533.0
7,TP1091442,SRO LOGISTICS LTD,20.0,Covered,2020-09-18 14:37:12.651000+00:00,south west,south south,OGUN,EDO,DRINKS,20.0,0.0,September,NGN,150000.0
8,TP1092251,Deomat Nigeria Limited,30.0,Open,2020-09-23 06:54:03.488000+00:00,south west,south south,LAGOS,DELTA,FMCG,30.0,0.0,September,NGN,301440.0
9,TP1091434,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-18 13:44:28.658000+00:00,south west,south west,LAGOS,OGUN,MAIZE PELLETS,30.0,0.0,September,NGN,210000.0
10,TP1091819,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-20 17:57:41.383000+00:00,south west,south west,LAGOS,OGUN,MAIZE PELLETS,30.0,0.0,September,NGN,270000.0
11,TP1090367,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-13 16:48:33.527000+00:00,south west,south west,LAGOS,OGUN,AGROCHEMICAL PRODUCTS,30.0,0.0,September,NGN,210000.0
12,TP1092241,kristal transport,40.0,Flatbed,2020-09-23 06:32:00.180000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
13,TP1092235,kristal transport,40.0,Flatbed,2020-09-23 06:23:45.902000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
14,TP1092464,kristal transport,4.0,Flatbed,2020-09-24 06:48:42.478000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
15,TP1092462,kristal transport,4.0,Flatbed,2020-09-24 06:46:46.644000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
16,TP1092457,kristal transport,4.0,Flatbed,2020-09-24 06:14:45.567000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
17,TP1092394,DANKU MAIKA,30.0,Open,2020-09-23 18:43:02.897000+00:00,south west,north central,LAGOS,PLATEAU,SUGAR,30.0,0.0,September,NGN,545561.0
18,TP1092146,Zeeoking Nigeria Limited,4.0,Flatbed,2020-09-22 17:17:59.332000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
19,TP1092156,SALISU GLOBAL  TRANSPORT,30.0,Open,2020-09-22 17:51:23.429000+00:00,south west,north central,LAGOS,PLATEAU,SUGAR,30.0,0.0,September,NGN,539078.0
20,TP1093457,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-28 12:44:21.696000+00:00,south west,south west,LAGOS,LAGOS,FLOUR,30.0,0.0,September,NGN,102163.0
21,TP1091940,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-21 13:20:46.098000+00:00,south west,south west,LAGOS,OGUN,MAIZE PELLETS,30.0,0.0,September,NGN,270000.0
22,TP1093337,ISMAIL OBOY,30.0,Open,2020-09-27 18:05:35.702000+00:00,south west,south west,LAGOS,OGUN,SUGAR,30.0,0.0,September,NGN,195043.0
23,TP1092024,Salisu Ayuba,60.0,Open,2020-09-22 01:52:33.596000+00:00,south west,south south,LAGOS,RIVERS,FLOUR,60.0,0.0,September,NGN,813400.0
24,TP1093142,Young Abas Nig Ltd,30.0,Open,2020-09-26 15:53:21.549000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
25,TP1093610,RIBELO BUFAS ENTERPRISE,30.0,Open,2020-09-29 08:46:51.838000+00:00,south west,south west,LAGOS,LAGOS,FLOUR,30.0,0.0,September,NGN,106533.0
26,TP1091755,Olaydah Global,30.0,Open,2020-09-20 11:45:41.720000+00:00,south west,south west,LAGOS,OGUN,MAIZE PELLETS,30.0,0.0,September,NGN,270000.0
27,TP1091768,ALLINHIM Nigeria LIMITED,30.0,Open,2020-09-20 13:44:08.410000+00:00,south west,south west,LAGOS,OGUN,MAIZE PELLETS,30.0,0.0,September,NGN,270000.0
28,TP1091769,ALLINHIM Nigeria LIMITED,30.0,Covered,2020-09-20 13:52:00.960000+00:00,south west,south west,LAGOS,OGUN,MAIZE PELLETS,30.0,0.0,September,NGN,270000.0
29,TP1088043,BORWUM VENTURES LIMITED,5.0,Covered,2020-09-03 15:59:25.243000+00:00,south west,north central,LAGOS,FEDERAL CAPITAL TERRITORY,"HOUSEHOLD ITEMS (AC, FURNITURES,UTENSILS, ETC)",5.0,707751.0,September,NGN,260000.0
30,TP1093434,blejoe logistics services,30.0,Tipper,2020-09-28 10:22:15.983000+00:00,south west,south west,OGUN,LAGOS,OTHERS,30.0,0.0,September,NGN,210000.0
31,TP1093445,blejoe logistics services,30.0,Tipper,2020-09-28 11:30:40.865000+00:00,south west,south west,OGUN,LAGOS,OTHERS,30.0,0.0,September,NGN,210000.0
32,TP1092904,Jenkings Global Limited,30.0,Covered,2020-09-25 15:11:10.725000+00:00,south west,north central,OYO,NIGER,OTHERS,30.0,0.0,September,NGN,320000.0
33,TP1093051,Deomat Nigeria Limited,30.0,Open,2020-09-26 09:23:30.452000+00:00,south west,south south,LAGOS,DELTA,FLOUR,30.0,0.0,September,NGN,301440.0
34,TP1092438,kristal transport,4.0,Flatbed,2020-09-24 00:08:30.992000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
35,TP1093039,kristal transport,4.0,Flatbed,2020-09-26 07:24:01.482000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
36,TP1093315,kristal transport,4.0,Flatbed,2020-09-27 16:23:40.267000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
37,TP1093314,kristal transport,4.0,Flatbed,2020-09-27 16:22:48.102000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
38,TP1093313,kristal transport,4.0,Flatbed,2020-09-27 16:22:05.331000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
39,TP1092154,Jenkings Global Limited,30.0,Open,2020-09-22 17:34:03.893000+00:00,south west,south west,LAGOS,OGUN,MAIZE PELLETS,30.0,0.0,September,NGN,270000.0
40,TP1077375,kristal transport,40.0,Flatbed,2020-07-17 20:30:31.345000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.00921,July,NGN,280000.0
41,TP1093135,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-26 14:58:28.710000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
42,TP1080229,kristal transport,40.0,Flatbed,2020-07-30 10:39:02.289000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0088729999999999,July,NGN,280000.0
43,TP1074656,kristal transport,4.0,Flatbed,2020-07-03 22:55:33.554000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.013451,July,NGN,280000.0
44,TP1074628,kristal transport,4.0,Flatbed,2020-07-03 22:03:08.099000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.012629,July,NGN,280000.0
45,TP1093572,Bottuns Global Investment Nig. LTD,35.0,Open,2020-09-28 20:27:13.653000+00:00,south west,south west,LAGOS,OYO,MAIZE PELLETS,30.0,0.0,September,NGN,350000.0
46,TP1093386,Bottuns Global Investment Nig. LTD,30.0,Open,2020-09-28 03:30:39.224000+00:00,south west,north central,LAGOS,KWARA,MAIZE PELLETS,30.0,0.0,September,NGN,360000.0
47,TP1093477,Bottuns Global Investment Nig. LTD,35.0,Open,2020-09-28 14:20:26.921000+00:00,south west,north central,LAGOS,KWARA,MAIZE PELLETS,30.0,0.0,September,NGN,420000.0
48,TP1093391,Bottuns Global Investment Nig. LTD,30.0,Open,2020-09-28 05:51:16.806000+00:00,south west,north central,LAGOS,KWARA,MAIZE PELLETS,30.0,0.0,September,NGN,360000.0
49,TP1092103,Bottuns Global Investment Nig. LTD,30.0,Open,2020-09-22 14:21:46.656000+00:00,south west,north central,LAGOS,KWARA,MAIZE PELLETS,30.0,0.0,September,NGN,360000.0
50,TP1092822,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-25 11:39:12.338000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
51,TP1092909,TUNSMAN GLOBAL RESOURCES ,30.0,Covered,2020-09-25 15:36:40.353000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
52,TP1093174,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-26 18:09:17.464000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
53,TP1092888,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-25 13:58:41.039000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
54,TP1093116,TUNSMAN GLOBAL RESOURCES ,30.0,Flatbed,2020-09-26 14:23:24.569000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,40.0,0.0,September,NGN,133256.0
55,TP1092828,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-25 11:50:10.738000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
56,TP1092898,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-25 14:55:34.286000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
57,TP1092963,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-25 18:37:38.846000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
58,TP1093420,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-28 08:29:58.059000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
59,TP1093804,Jenkings Global Limited,30.0,Covered,2020-09-29 21:32:03.023000+00:00,south west,south east,OYO,ABIA,OTHERS,30.0,0.0,September,NGN,400000.0
60,TP1092803,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-25 10:00:39.747000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
61,TP1093058,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-26 10:49:56.812000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
62,TP1092863,TUNSMAN GLOBAL RESOURCES ,30.0,Covered,2020-09-25 12:54:37.124000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
63,TP1093705,RIBELO BUFAS ENTERPRISE,30.0,Open,2020-09-29 14:40:34.874000+00:00,south west,south west,LAGOS,LAGOS,FLOUR,30.0,0.0,September,NGN,100980.0
64,TP1090574,kristal transport,4.0,Flatbed,2020-09-14 21:00:52.324000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
65,TP1087656,kristal transport,40.0,Flatbed,2020-09-01 22:51:23.706000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,330000.0
66,TP1074281,kristal transport,4.0,Flatbed,2020-07-02 14:39:44.417000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.012629,July,NGN,280000.0
67,TP1079593,kristal transport,40.0,Flatbed,2020-07-28 10:10:59.408000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0088729999999999,July,NGN,280000.0
68,TP1078491,kristal transport,4.0,Flatbed,2020-07-23 12:26:26.481000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.013451,July,NGN,280000.0
70,TP1093115,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-26 14:19:27.739000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
71,TP1093046,Bottuns Global Investment Nig. LTD,35.0,Open,2020-09-26 08:40:59.801000+00:00,south west,north central,LAGOS,KWARA,MAIZE PELLETS,30.0,0.0,September,NGN,420000.0
72,TP1092372,Alhaji Suleman DT Ankpa,30.0,Open,2020-09-23 17:42:00.185000+00:00,north central,north west,KOGI,SOKOTO,INDUSTRIAL,45.0,0.0,September,NGN,656320.0
73,TP1092658,Pro Drivers Africa ,30.0,Open,2020-09-24 15:27:23.840000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
74,TP1068657,kristal transport,40.0,Flatbed,2020-06-12 20:00:39.458000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.017497,June,NGN,280000.0
75,TP1071419,kristal transport,20.0,Flatbed,2020-06-23 22:42:03.635000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,20.0,0.012629,June,NGN,280000.0
76,TP1072743,kristal transport,4.0,Flatbed,2020-06-26 22:38:27.985000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.012629,June,NGN,280000.0
77,TP1086416,kristal transport,40.0,Flatbed,2020-08-27 15:17:19.175000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0088729999999999,August,NGN,280000.0
78,TP1086075,kristal transport,40.0,Flatbed,2020-08-26 09:45:59.687000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,13442.0,August,NGN,280000.0
79,TP1093501,Great heritage maritime ser ltd,20.0,Covered,2020-09-28 15:49:30.885000+00:00,south south,south south,RIVERS,RIVERS,OTHERS,20.0,0.0,September,NGN,130000.0
80,TP1093500,Great heritage maritime ser ltd,20.0,Covered,2020-09-28 15:48:31.397000+00:00,south south,south south,RIVERS,RIVERS,OTHERS,20.0,0.0,September,NGN,130000.0
81,TP1084216,kristal transport,40.0,Flatbed,2020-08-18 11:47:43.146000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.01244,August,NGN,280000.0
82,TP1083473,kristal transport,40.0,Flatbed,2020-08-14 16:10:44.310000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,13442.0,August,NGN,280000.0
83,TP1089774,Jenkings Global Limited,30.0,Open,2020-09-10 17:10:54.981000+00:00,north central,south west,KOGI,LAGOS,INDUSTRIAL,30.0,0.0,September,NGN,455000.0
84,TP1088849,kristal transport,40.0,Flatbed,2020-09-07 17:36:06.549000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,13442.0,September,NGN,280000.0
85,TP1088847,kristal transport,40.0,Flatbed,2020-09-07 17:33:25.449000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,13442.0,September,NGN,280000.0
86,TP1089342,kristal transport,40.0,Flatbed,2020-09-09 04:52:13.059000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,13442.0,September,NGN,280000.0
87,TP1089338,kristal transport,40.0,Flatbed,2020-09-09 04:42:13.916000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,13442.0,September,NGN,280000.0
88,TP1089334,kristal transport,40.0,Flatbed,2020-09-09 04:29:23.684000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,13442.0,September,NGN,280000.0
89,TP1093689,Lukman Adamu,15.0,Open,2020-09-29 13:50:42.092000+00:00,south west,south west,OGUN,OYO,DRINKS,20.0,0.0,September,NGN,195000.0
90,TP1089326,kristal transport,40.0,Flatbed,2020-09-09 04:07:21.649000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,13442.0,September,NGN,280000.0
91,TP1089327,kristal transport,40.0,Flatbed,2020-09-09 04:09:07.614000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,13442.0,September,NGN,280000.0
92,TP1090074,Zeeoking Nigeria Limited,4.0,Flatbed,2020-09-11 23:10:31.133000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
93,TP1090072,Zeeoking Nigeria Limited,4.0,Flatbed,2020-09-11 23:08:56.807000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
94,TP1089910,kristal transport,40.0,Flatbed,2020-09-11 10:20:20.345000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
95,TP1090188,kristal transport,40.0,Flatbed,2020-09-12 12:58:55.889000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
96,TP1092927,JOHNPAUL ADAH UBA,30.0,Open,2020-09-25 16:34:07.848000+00:00,north central,north west,KOGI,SOKOTO,INDUSTRIAL,35.0,0.0,September,NGN,543200.0
97,TP1094191,blejoe logistics services,30.0,Tipper,2020-10-01 15:38:34.092000+00:00,south west,south west,OGUN,LAGOS,OTHERS,30.0,0.0,October,NGN,210000.0
98,TP1094006,Young Abas Nig Ltd,30.0,Open,2020-09-30 16:18:08.848000+00:00,south west,south west,OYO,OGUN,SOYA MILLS,30.0,0.0,September,NGN,127986.0
99,TP1091504,TRANS GLOBAL LOGISTICS LTD,40.0,Flatbed,2020-09-18 20:25:59.110000+00:00,south west,north west,LAGOS,KANO,RAW MATERIALS,40.0,0.0,September,NGN,800000.0
100,TP1091946,DODGESTER LIMITED,40.0,Flatbed,2020-09-21 14:31:28.604000+00:00,south west,north west,LAGOS,KANO,RAW MATERIALS,40.0,0.0,September,NGN,800000.0
101,TP1091947,DODGESTER LIMITED,40.0,Flatbed,2020-09-21 14:32:07.528000+00:00,south west,north west,LAGOS,KANO,RAW MATERIALS,40.0,0.0,September,NGN,800000.0
102,TP1092425,DODGESTER LIMITED,40.0,Flatbed,2020-09-23 22:00:26.057000+00:00,south west,north west,LAGOS,KANO,RAW MATERIALS,40.0,0.0,September,NGN,800000.0
103,TP1088322,kristal transport,40.0,Flatbed,2020-09-04 21:08:40.270000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,330000.0
104,TP1087562,MVX CHANGE LIMITED,40.0,Flatbed,2020-09-01 15:45:31.058000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,330000.0
105,TP1087669,MVX CHANGE LIMITED,4.0,Flatbed,2020-09-02 06:53:41.176000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,330000.0
106,TP1089207,MVX CHANGE LIMITED,40.0,Flatbed,2020-09-08 17:47:18.848000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,330000.0
107,TP1089178,MVX CHANGE LIMITED,40.0,Flatbed,2020-09-08 17:27:26.243000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,330000.0
108,TP1089574,MVX CHANGE LIMITED,40.0,Flatbed,2020-09-09 19:04:02.003000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,330000.0
109,TP1089601,MVX CHANGE LIMITED,40.0,Flatbed,2020-09-09 22:13:20.669000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,330000.0
110,TP1092666,HANNOVER  LOGISTICS SOLUTION,15.0,Covered,2020-09-24 15:56:05.812000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,15.0,0.0,September,NGN,37500.0
111,TP1092665,HANNOVER  LOGISTICS SOLUTION,15.0,Covered,2020-09-24 15:55:14.370000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,15.0,0.0,September,NGN,37500.0
112,TP1092299,Alhaji Suleman DT Ankpa,30.0,Open,2020-09-23 12:17:38.916000+00:00,north central,north west,KOGI,SOKOTO,INDUSTRIAL,35.0,0.0,September,NGN,563640.0
113,TP1094445,Great heritage maritime ser ltd,20.0,Covered,2020-10-02 20:36:28.655000+00:00,south south,south south,RIVERS,RIVERS,OTHERS,20.0,0.010018,October,NGN,130000.0
114,TP1094449,Great heritage maritime ser ltd,20.0,Covered,2020-10-02 20:41:10.976000+00:00,south south,south south,RIVERS,RIVERS,OTHERS,20.0,0.010018,October,NGN,130000.0
115,TP1094450,Great heritage maritime ser ltd,20.0,Covered,2020-10-02 20:42:32.345000+00:00,south south,south south,RIVERS,RIVERS,OTHERS,20.0,0.010018,October,NGN,130000.0
116,TP1094451,Great heritage maritime ser ltd,20.0,Covered,2020-10-02 20:43:11.002000+00:00,south south,south south,RIVERS,RIVERS,OTHERS,20.0,0.0,October,NGN,130000.0
117,TP1094452,Great heritage maritime ser ltd,20.0,Covered,2020-10-02 20:43:48.096000+00:00,south south,south south,RIVERS,RIVERS,OTHERS,20.0,0.010018,October,NGN,130000.0
118,TP1094447,Great heritage maritime ser ltd,20.0,Covered,2020-10-02 20:38:37.989000+00:00,south south,south south,RIVERS,RIVERS,OTHERS,20.0,0.010018,October,NGN,130000.0
119,TP1094443,Great heritage maritime ser ltd,20.0,Covered,2020-10-02 20:34:15.054000+00:00,south south,south south,RIVERS,RIVERS,OTHERS,20.0,0.0,October,NGN,130000.0
120,TP1088289,kristal transport,40.0,Flatbed,2020-09-04 18:51:15.718000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,330000.0
121,TP1092902,Alhaji Ahmad Danjuma,30.0,Open,2020-09-25 15:04:44.471000+00:00,north central,north west,KOGI,SOKOTO,INDUSTRIAL,30.0,0.0,September,NGN,575120.0
122,TP1093402,Jenkings Global Limited,40.0,Covered,2020-09-28 07:02:52.044000+00:00,north central,north west,KOGI,SOKOTO,INDUSTRIAL,40.0,0.0,September,NGN,664720.0
123,TP1092901,Alhaji Ahmad Danjuma,30.0,Open,2020-09-25 15:00:54.747000+00:00,north central,north west,KOGI,SOKOTO,INDUSTRIAL,30.0,0.0,September,NGN,505680.0
124,TP1086274,kristal transport,4.0,Flatbed,2020-08-26 21:49:39.789000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,11295.0,August,NGN,330000.0
125,TP1088515,kristal transport,40.0,Flatbed,2020-09-05 20:27:22.045000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,330000.0
126,TP1086233,kristal transport,4.0,Flatbed,2020-08-26 17:49:23.111000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.011295,August,NGN,330000.0
127,TP1087658,kristal transport,40.0,Flatbed,2020-09-01 22:54:14.324000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,330000.0
128,TP1089346,kristal transport,40.0,Flatbed,2020-09-09 05:12:29.668000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,330000.0
129,TP1094136,Zeeoking Nigeria Limited,4.0,Flatbed,2020-10-01 12:39:35.010000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.013451,October,NGN,280000.0
130,TP1094132,kristal transport,4.0,Flatbed,2020-10-01 12:35:04.115000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,October,NGN,280000.0
131,TP1094113,kristal transport,4.0,Flatbed,2020-10-01 10:31:48.066000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,October,NGN,280000.0
132,TP1094095,Zeeoking Nigeria Limited,4.0,Flatbed,2020-10-01 07:38:21.949000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.013451,October,NGN,280000.0
133,TP1093868,kristal transport,40.0,Flatbed,2020-09-30 10:48:10.006000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
134,TP1093869,kristal transport,40.0,Flatbed,2020-09-30 10:51:23.812000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
135,TP1093870,kristal transport,40.0,Flatbed,2020-09-30 10:53:50.355000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
136,TP1093611,kristal transport,4.0,Flatbed,2020-09-29 08:47:00.022000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
137,TP1093789,kristal transport,40.0,Flatbed,2020-09-29 21:01:44.622000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
138,TP1093311,kristal transport,4.0,Flatbed,2020-09-27 16:20:33.429000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
139,TP1093316,kristal transport,4.0,Flatbed,2020-09-27 16:24:22.551000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
140,TP1093325,kristal transport,4.0,Flatbed,2020-09-27 17:10:03.061000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,September,NGN,280000.0
141,TP1085355,kristal transport,40.0,Flatbed,2020-08-22 14:08:12.390000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.009416,August,NGN,330000.0
142,TP1086231,kristal transport,4.0,Flatbed,2020-08-26 17:47:40.923000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,11295.0,August,NGN,330000.0
143,TP1086236,MVX CHANGE LIMITED,4.0,Flatbed,2020-08-26 17:51:47.390000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.011295,August,NGN,330000.0
144,TP1086235,MVX CHANGE LIMITED,4.0,Flatbed,2020-08-26 17:50:59.101000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.011295,August,NGN,330000.0
145,TP1080935,blejoe logistics services,15.0,Covered,2020-08-03 22:10:22.121000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,15.0,0.013483,August,NGN,37500.0
146,TP1086746,blejoe logistics services,15.0,Covered,2020-08-29 05:41:39.359000+00:00,south west,south west,LAGOS,LAGOS,OTHERS,15.0,13482.0,August,NGN,37500.0
147,TP1093172,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-26 17:59:49.199000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
148,TP1092964,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-25 18:41:05.493000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
149,TP1092787,TUNSMAN GLOBAL RESOURCES ,30.0,Open,2020-09-25 08:36:09.043000+00:00,south west,south west,OYO,LAGOS,SOYA MILLS,30.0,0.0,September,NGN,133256.0
